,Ano de ingresso,Semestre de ingresso no curso,Código,Gênero,Data de nascimento,Forma de ingresso,Tipo de cota,Município SISU,UF SISU,País de nascimento,Mudou de curso - mesmo campus,Mudou de curso - outro campus,Cor ou raça,Ano,Semestre,Coeficiente de rendimento,Disciplinas matriculadas,Disciplinas aprovadas,Disciplinas reprovadas por nota,Disciplinas reprovadas por frequência,Disciplinas consignadas,Situação,Período
10510,2019,1,1055,Masculino,2000-11-27,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2021,2,0.982,5,5,0,0,0,Regular,5
10511,2019,1,1055,Masculino,2000-11-27,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2022,1,0.9782,7,7,0,0,0,Regular,6
10512,2019,1,1055,Masculino,2000-11-27,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2022,2,0.9724,4,4,0,0,0,Regular,7
10513,2019,1,1056,Masculino,1992-01-20,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2019,1,0.787,4,0,1,0,25,Regular,3
10520,2019,1,1056,Masculino,1992-01-20,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2019,2,0.7745,4,3,1,0,2,Regular,4
10516,2019,1,1056,Masculino,1992-01-20,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2020,1,0.7792,7,1,0,0,1,Regular,5
10517,2019,1,1056,Masculino,1992-01-20,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2020,2,0.7976,8,8,0,0,2,Regular,5
10519,2019,1,1056,Masculino,1992-01-20,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2021,1,0.8116,6,6,0,0,3,Regular,6
10518,2019,1,1056,Masculino,1992-01-20,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2021,2,0.8098,8,8,0,0,2,Regular,7
10515,2019,1,1056,Masculino,1992-01-20,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2022,1,0.7918,5,3,1,0,0,Regular,8
10514,2019,1,1056,Masculino,1992-01-20,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2022,2,0.7812,2,1,0,1,0,Regular,8
10523,2019,1,1057,Masculino,2000-06-11,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Paranaguá,PR,Brasil,Não,Não,Branca,2019,1,0.3816,5,2,2,1,0,Regular,1
10524,2019,1,1057,Masculino,2000-06-11,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Paranaguá,PR,Brasil,Não,Não,Branca,2019,2,0.4985,3,2,1,0,0,Regular,2
10526,2019,1,1057,Masculino,2000-06-11,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Paranaguá,PR,Brasil,Não,Não,Branca,2020,1,0.4985,8,0,0,0,0,Regular,2
10528,2019,1,1057,Masculino,2000-06-11,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Paranaguá,PR,Brasil,Não,Não,Branca,2020,2,0.4794,2,1,1,0,0,Regular,2
10522,2019,1,1057,Masculino,2000-06-11,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Paranaguá,PR,Brasil,Não,Não,Branca,2021,1,0.5155,2,2,0,0,1,Regular,2
10521,2019,1,1057,Masculino,2000-06-11,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Paranaguá,PR,Brasil,Não,Não,Branca,2021,2,0.4888,1,0,1,0,0,Regular,2
10527,2019,1,1057,Masculino,2000-06-11,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Paranaguá,PR,Brasil,Não,Não,Branca,2022,1,0.5364,6,5,1,0,0,Regular,3
10525,2019,1,1057,Masculino,2000-06-11,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Paranaguá,PR,Brasil,Não,Não,Branca,2022,2,0.5983,7,7,0,0,1,Regular,4
10529,2019,1,1058,Masculino,1992-11-01,SISU - Sistema de Seleção Unificada,Categoria L02 (2S),São Paulo,SP,Brasil,Não,Não,Parda,2019,1,0.09,5,0,2,3,0,Desistente,1
10538,2019,1,1059,Masculino,2000-09-27,SISU - Sistema de Seleção Unificada,Categoria L06 (4S),São José dos Pinhais,PR,Brasil,Não,Não,Parda,2019,1,0.1968,5,1,2,2,0,Regular,1
10539,2019,1,1059,Masculino,2000-09-27,SISU - Sistema de Seleção Unificada,Categoria L06 (4S),São José dos Pinhais,PR,Brasil,Não,Não,Parda,2019,2,0.314,3,1,2,0,0,Regular,1
10543,2019,1,1059,Masculino,2000-09-27,SISU - Sistema de Seleção Unificada,Categoria L06 (4S),São José dos Pinhais,PR,Brasil,Não,Não,Parda,2020,1,0.349,6,0,0,0,1,Regular,2
10544,2019,1,1059,Masculino,2000-09-27,SISU - Sistema de Seleção Unificada,Categoria L06 (4S),São José dos Pinhais,PR,Brasil,Não,Não,Parda,2020,2,0.4386,4,3,1,0,1,Regular,2
10537,2019,1,1059,Masculino,2000-09-27,SISU - Sistema de Seleção Unificada,Categoria L06 (4S),São José dos Pinhais,PR,Brasil,Não,Não,Parda,2021,1,0.4578,3,2,1,0,1,Regular,2
10542,2019,1,1059,Masculino,2000-09-27,SISU - Sistema de Seleção Unificada,Categoria L06 (4S),São José dos Pinhais,PR,Brasil,Não,Não,Parda,2021,2,0.4919,2,2,0,0,1,Regular,3
10540,2019,1,1059,Masculino,2000-09-27,SISU - Sistema de Seleção Unificada,Categoria L06 (4S),São José dos Pinhais,PR,Brasil,Não,Não,Parda,2022,1,0.5082,3,2,1,0,1,Regular,3
10541,2019,1,1059,Masculino,2000-09-27,SISU - Sistema de Seleção Unificada,Categoria L06 (4S),São José dos Pinhais,PR,Brasil,Não,Não,Parda,2022,2,0.5419,6,5,0,1,0,Regular,3
10548,2019,1,1060,Masculino,2001-09-17,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Amarela,2019,1,0.7232,5,4,1,0,0,Regular,2
10549,2019,1,1060,Masculino,2001-09-17,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Amarela,2019,2,0.6558,6,4,2,0,1,Regular,3
10553,2019,1,1060,Masculino,2001-09-17,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Amarela,2020,1,0.6558,7,0,0,0,0,Regular,3
10547,2019,1,1060,Masculino,2001-09-17,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Amarela,2020,2,0.7114,6,6,0,0,1,Regular,3
10550,2019,1,1060,Masculino,2001-09-17,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Amarela,2021,1,0.7588,6,6,0,0,2,Regular,4
10554,2019,1,1060,Masculino,2001-09-17,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Amarela,2021,2,0.7795,8,8,0,0,1,Regular,5
10551,2019,1,1060,Masculino,2001-09-17,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Amarela,2022,1,0.7795,0,0,0,0,0,Trancado,5
10552,2019,1,1060,Masculino,2001-09-17,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Amarela,2022,2,0.7795,0,0,0,0,0,Trancado,5
10569,2019,1,1061,Masculino,2000-12-14,SISU - Sistema de Seleção Unificada,Não cotista,Jaraguá do Sul,SC,Brasil,Não,Não,Branca,2019,1,0.6828,5,4,1,0,0,Regular,2
10562,2019,1,1061,Masculino,2000-12-14,SISU - Sistema de Seleção Unificada,Não cotista,Jaraguá do Sul,SC,Brasil,Não,Não,Branca,2019,2,0.6734,7,5,1,1,1,Regular,3
10567,2019,1,1061,Masculino,2000-12-14,SISU - Sistema de Seleção Unificada,Não cotista,Jaraguá do Sul,SC,Brasil,Não,Não,Branca,2020,1,0.6828,8,0,0,0,1,Regular,3
10568,2019,1,1061,Masculino,2000-12-14,SISU - Sistema de Seleção Unificada,Não cotista,Jaraguá do Sul,SC,Brasil,Não,Não,Branca,2020,2,0.7353,5,5,0,0,1,Regular,3
10564,2019,1,1061,Masculino,2000-12-14,SISU - Sistema de Seleção Unificada,Não cotista,Jaraguá do Sul,SC,Brasil,Não,Não,Branca,2021,1,0.7778,7,7,0,0,1,Regular,4
10565,2019,1,1061,Masculino,2000-12-14,SISU - Sistema de Seleção Unificada,Não cotista,Jaraguá do Sul,SC,Brasil,Não,Não,Branca,2021,2,0.7814,5,5,0,0,1,Regular,5
10566,2019,1,1061,Masculino,2000-12-14,SISU - Sistema de Seleção Unificada,Não cotista,Jaraguá do Sul,SC,Brasil,Não,Não,Branca,2022,1,0.7718,7,6,0,1,0,Regular,6
10563,2019,1,1061,Masculino,2000-12-14,SISU - Sistema de Seleção Unificada,Não cotista,Jaraguá do Sul,SC,Brasil,Não,Não,Branca,2022,2,0.7609,6,5,1,0,0,Regular,7
10583,2019,1,1062,Masculino,1998-07-20,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Curitiba,PR,Brasil,Não,Não,Branca,2019,1,0.8205,4,0,0,0,37,Regular,6
10584,2019,1,1062,Masculino,1998-07-20,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Curitiba,PR,Brasil,Não,Não,Branca,2019,2,0.8232,7,6,0,0,0,Regular,6
10577,2019,1,1062,Masculino,1998-07-20,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Curitiba,PR,Brasil,Não,Não,Branca,2020,1,0.8324,9,3,0,0,3,Regular,7
10578,2019,1,1062,Masculino,1998-07-20,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Curitiba,PR,Brasil,Não,Não,Branca,2020,2,0.8342,5,5,0,0,1,Regular,8
10579,2019,1,1062,Masculino,1998-07-20,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Curitiba,PR,Brasil,Não,Não,Branca,2021,1,0.8297,5,5,0,0,0,Regular,10
10580,2019,1,1062,Masculino,1998-07-20,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Curitiba,PR,Brasil,Não,Não,Branca,2021,2,0.8297,0,0,0,0,0,Trancado,10
10581,2019,1,1062,Masculino,1998-07-20,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Curitiba,PR,Brasil,Não,Não,Branca,2022,1,0.8283,5,5,0,0,2,Regular,10
10582,2019,1,1062,Masculino,1998-07-20,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Curitiba,PR,Brasil,Não,Não,Branca,2022,2,0.8293,1,1,0,0,0,Formado,10
10586,2019,1,1063,Masculino,2000-08-02,PEC-G - Programa de Estudantes Convênio de Graduação,Sem cotas,,,Paraguai,Não,Não,Não declarado,2019,1,0.8356,5,4,1,0,0,Regular,2
10585,2019,1,1063,Masculino,2000-08-02,PEC-G - Programa de Estudantes Convênio de Graduação,Sem cotas,,,Paraguai,Não,Não,Não declarado,2019,2,0.8387,8,8,0,0,2,Regular,3
10589,2019,1,1063,Masculino,2000-08-02,PEC-G - Programa de Estudantes Convênio de Graduação,Sem cotas,,,Paraguai,Não,Não,Não declarado,2020,1,0.8387,7,0,0,0,0,Regular,3
10591,2019,1,1063,Masculino,2000-08-02,PEC-G - Programa de Estudantes Convênio de Graduação,Sem cotas,,,Paraguai,Não,Não,Não declarado,2020,2,0.8521,5,5,0,0,1,Regular,4
10587,2019,1,1063,Masculino,2000-08-02,PEC-G - Programa de Estudantes Convênio de Graduação,Sem cotas,,,Paraguai,Não,Não,Não declarado,2021,1,0.8671,5,5,0,0,1,Regular,5
10588,2019,1,1063,Masculino,2000-08-02,PEC-G - Programa de Estudantes Convênio de Graduação,Sem cotas,,,Paraguai,Não,Não,Não declarado,2021,2,0.881,6,6,0,0,0,Regular,5
10590,2019,1,1063,Masculino,2000-08-02,PEC-G - Programa de Estudantes Convênio de Graduação,Sem cotas,,,Paraguai,Não,Não,Não declarado,2022,1,0.8919,7,7,0,0,1,Regular,6
10592,2019,1,1063,Masculino,2000-08-02,PEC-G - Programa de Estudantes Convênio de Graduação,Sem cotas,,,Paraguai,Não,Não,Não declarado,2022,2,0.8862,7,7,0,0,0,Regular,7
10593,2019,1,1064,Masculino,1996-05-29,SISU - Sistema de Seleção Unificada,Categoria L01 (1S),Curitiba,PR,Brasil,Não,Não,Branca,2019,1,0.0,0,0,0,0,0,Desistente,1
10600,2019,1,1065,Feminino,2001-06-28,SISU - Sistema de Seleção Unificada,Categoria L02 (2S),Curitiba,PR,Brasil,Sim,Não,Parda,2019,1,0.3284,5,1,4,0,0,Regular,1
10595,2019,1,1065,Feminino,2001-06-28,SISU - Sistema de Seleção Unificada,Categoria L02 (2S),Curitiba,PR,Brasil,Sim,Não,Parda,2019,2,0.5011,4,3,1,0,0,Regular,2
10599,2019,1,1065,Feminino,2001-06-28,SISU - Sistema de Seleção Unificada,Categoria L02 (2S),Curitiba,PR,Brasil,Sim,Não,Parda,2020,1,0.5167,5,1,0,0,1,Regular,2
10598,2019,1,1065,Feminino,2001-06-28,SISU - Sistema de Seleção Unificada,Categoria L02 (2S),Curitiba,PR,Brasil,Sim,Não,Parda,2020,2,0.5431,3,3,0,0,2,Regular,2
10596,2019,1,1065,Feminino,2001-06-28,SISU - Sistema de Seleção Unificada,Categoria L02 (2S),Curitiba,PR,Brasil,Sim,Não,Parda,2021,1,0.5939,3,3,0,0,0,Regular,3
10597,2019,1,1065,Feminino,2001-06-28,SISU - Sistema de Seleção Unificada,Categoria L02 (2S),Curitiba,PR,Brasil,Sim,Não,Parda,2021,2,0.5957,4,3,1,0,1,Regular,3
10601,2019,1,1065,Feminino,2001-06-28,SISU - Sistema de Seleção Unificada,Categoria L02 (2S),Curitiba,PR,Brasil,Sim,Não,Parda,2022,1,0.5957,0,0,0,0,0,Desistente,3
10602,2019,1,1066,Feminino,2000-06-16,SISU - Sistema de Seleção Unificada,Não cotista,Maringá,PR,Brasil,Não,Não,Branca,2019,1,0.9048,5,5,0,0,1,Regular,2
10604,2019,1,1066,Feminino,2000-06-16,SISU - Sistema de Seleção Unificada,Não cotista,Maringá,PR,Brasil,Não,Não,Branca,2019,2,0.828,7,6,1,0,1,Regular,3
10607,2019,1,1066,Feminino,2000-06-16,SISU - Sistema de Seleção Unificada,Não cotista,Maringá,PR,Brasil,Não,Não,Branca,2020,1,0.8426,8,0,0,0,4,Regular,4
10606,2019,1,1066,Feminino,2000-06-16,SISU - Sistema de Seleção Unificada,Não cotista,Maringá,PR,Brasil,Não,Não,Branca,2020,2,0.8582,5,5,0,0,1,Regular,4
10603,2019,1,1066,Feminino,2000-06-16,SISU - Sistema de Seleção Unificada,Não cotista,Maringá,PR,Brasil,Não,Não,Branca,2021,1,0.8602,5,5,0,0,1,Regular,5
10609,2019,1,1066,Feminino,2000-06-16,SISU - Sistema de Seleção Unificada,Não cotista,Maringá,PR,Brasil,Não,Não,Branca,2021,2,0.8745,6,6,0,0,0,Regular,6
10605,2019,1,1066,Feminino,2000-06-16,SISU - Sistema de Seleção Unificada,Não cotista,Maringá,PR,Brasil,Não,Não,Branca,2022,1,0.8776,5,5,0,0,0,Regular,6
10608,2019,1,1066,Feminino,2000-06-16,SISU - Sistema de Seleção Unificada,Não cotista,Maringá,PR,Brasil,Não,Não,Branca,2022,2,0.8786,7,7,0,0,0,Regular,7
10610,2019,1,1067,Masculino,2001-10-17,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Não declarado,2019,1,0.6048,5,4,0,1,0,Regular,2
10612,2019,1,1067,Masculino,2001-10-17,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Não declarado,2019,2,0.378,5,0,0,5,0,Regular,2
10611,2019,1,1067,Masculino,2001-10-17,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Não declarado,2020,1,0.378,0,0,0,0,0,Desistente,2
10617,2019,1,1068,Masculino,1998-10-23,SISU - Sistema de Seleção Unificada,Categoria L01 (1S),Pinhais,PR,Brasil,Não,Não,Branca,2019,1,0.6104,5,4,1,0,0,Regular,2
10616,2019,1,1068,Masculino,1998-10-23,SISU - Sistema de Seleção Unificada,Categoria L01 (1S),Pinhais,PR,Brasil,Não,Não,Branca,2019,2,0.5994,6,3,3,0,1,Regular,2
10613,2019,1,1068,Masculino,1998-10-23,SISU - Sistema de Seleção Unificada,Categoria L01 (1S),Pinhais,PR,Brasil,Não,Não,Branca,2020,1,0.6071,8,0,0,0,1,Regular,3
10618,2019,1,1068,Masculino,1998-10-23,SISU - Sistema de Seleção Unificada,Categoria L01 (1S),Pinhais,PR,Brasil,Não,Não,Branca,2020,2,0.675,5,5,0,0,1,Regular,3
10614,2019,1,1068,Masculino,1998-10-23,SISU - Sistema de Seleção Unificada,Categoria L01 (1S),Pinhais,PR,Brasil,Não,Não,Branca,2021,1,0.717,5,5,0,0,1,Regular,4
10615,2019,1,1068,Masculino,1998-10-23,SISU - Sistema de Seleção Unificada,Categoria L01 (1S),Pinhais,PR,Brasil,Não,Não,Branca,2021,2,0.7452,6,6,0,0,1,Regular,5
10620,2019,1,1068,Masculino,1998-10-23,SISU - Sistema de Seleção Unificada,Categoria L01 (1S),Pinhais,PR,Brasil,Não,Não,Branca,2022,1,0.7602,6,6,0,0,0,Regular,6
10619,2019,1,1068,Masculino,1998-10-23,SISU - Sistema de Seleção Unificada,Categoria L01 (1S),Pinhais,PR,Brasil,Não,Não,Branca,2022,2,0.7626,6,5,1,0,1,Regular,6
10635,2019,1,1069,Masculino,1999-11-22,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Campina Grande do Sul,PR,Brasil,Não,Não,Branca,2019,1,0.7632,5,5,0,0,1,Regular,2
10631,2019,1,1069,Masculino,1999-11-22,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Campina Grande do Sul,PR,Brasil,Não,Não,Branca,2019,2,0.6856,7,5,1,1,0,Regular,3
10633,2019,1,1069,Masculino,1999-11-22,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Campina Grande do Sul,PR,Brasil,Não,Não,Branca,2020,1,0.6856,7,0,0,0,0,Regular,3
10634,2019,1,1069,Masculino,1999-11-22,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Campina Grande do Sul,PR,Brasil,Não,Não,Branca,2020,2,0.7294,5,5,0,0,1,Regular,3
10629,2019,1,1069,Masculino,1999-11-22,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Campina Grande do Sul,PR,Brasil,Não,Não,Branca,2021,1,0.7593,5,5,0,0,1,Regular,4
10632,2019,1,1069,Masculino,1999-11-22,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Campina Grande do Sul,PR,Brasil,Não,Não,Branca,2021,2,0.8082,7,7,0,0,1,Regular,5
10628,2019,1,1069,Masculino,1999-11-22,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Campina Grande do Sul,PR,Brasil,Não,Não,Branca,2022,1,0.8091,7,7,0,0,0,Regular,6
10630,2019,1,1069,Masculino,1999-11-22,SISU - Sistema de Seleção Unificada,Categoria L05 (3S),Campina Grande do Sul,PR,Brasil,Não,Não,Branca,2022,2,0.7886,6,5,1,0,0,Regular,7
10643,2019,1,1070,Masculino,2000-06-23,SISU - Sistema de Seleção Unificada,Não cotista,São Paulo,SP,Brasil,Não,Não,Branca,2019,1,0.9108,5,5,0,0,1,Regular,2
10646,2019,1,1070,Masculino,2000-06-23,SISU - Sistema de Seleção Unificada,Não cotista,São Paulo,SP,Brasil,Não,Não,Branca,2019,2,0.8266,7,6,1,0,0,Regular,3
10647,2019,1,1070,Masculino,2000-06-23,SISU - Sistema de Seleção Unificada,Não cotista,São Paulo,SP,Brasil,Não,Não,Branca,2020,1,0.8266,8,0,0,0,0,Regular,3
10644,2019,1,1070,Masculino,2000-06-23,SISU - Sistema de Seleção Unificada,Não cotista,São Paulo,SP,Brasil,Não,Não,Branca,2020,2,0.8509,8,8,0,0,2,Regular,4
10645,2019,1,1070,Masculino,2000-06-23,SISU - Sistema de Seleção Unificada,Não cotista,São Paulo,SP,Brasil,Não,Não,Branca,2021,1,0.8717,7,7,0,0,0,Regular,5
10648,2019,1,1070,Masculino,2000-06-23,SISU - Sistema de Seleção Unificada,Não cotista,São Paulo,SP,Brasil,Não,Não,Branca,2021,2,0.8855,7,7,0,0,0,Regular,6
10650,2019,1,1070,Masculino,2000-06-23,SISU - Sistema de Seleção Unificada,Não cotista,São Paulo,SP,Brasil,Não,Não,Branca,2022,1,0.8886,6,5,0,0,1,Regular,6
10649,2019,1,1070,Masculino,2000-06-23,SISU - Sistema de Seleção Unificada,Não cotista,São Paulo,SP,Brasil,Não,Não,Branca,2022,2,0.8884,8,7,0,0,0,Regular,7
10666,2019,1,1071,Masculino,1997-06-30,SISU - Sistema de Seleção Unificada,Categoria L06 (4S),Piracicaba,SP,Brasil,Não,Não,Não declarado,2019,1,0.1316,5,0,1,4,0,Desistente,1
10684,2019,1,1072,Masculino,2000-10-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2019,1,0.9952,5,5,0,0,1,Regular,2
10685,2019,1,1072,Masculino,2000-10-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2019,2,0.9938,7,7,0,0,1,Regular,3
10687,2019,1,1072,Masculino,2000-10-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2020,1,0.9938,7,0,0,0,0,Regular,3
10686,2019,1,1072,Masculino,2000-10-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2020,2,0.9787,6,6,0,0,1,Regular,4
10688,2019,1,1072,Masculino,2000-10-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2021,1,0.9611,7,7,0,0,1,Regular,5
10689,2019,1,1072,Masculino,2000-10-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2021,2,0.9548,6,6,0,0,0,Regular,6
10682,2019,1,1072,Masculino,2000-10-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2022,1,0.9514,7,7,0,0,0,Regular,7
10683,2019,1,1072,Masculino,2000-10-26,SISU - Sistema de Seleção Unificada,Não cotista,Curitiba,PR,Brasil,Não,Não,Branca,2022,2,0.9473,6,6,0,0,0,Regular,7
10694,2019,1,1073,Masculino,2001-09-23,SISU - Sistema de Seleção Unificada,Categoria L01 (1S),Miracatu,SP,Brasil,Não,Não,Branca,2019,1,0.5684,5,3,1,1,0,Regular,2
10697,2019,1,1073,Masculino,2001-09-23,SISU - Sistema de Seleção Unificada,Categoria L01 (1S),Miracatu,SP,Brasil,Não,Não,Branca,2019,2,0.6089,7,6,1,0,1,Regular,3
10695,2019,1,1073,Masculino,2001-09-23,SISU - Sistema de Seleção Unificada,Categoria L01 (1S),Miracatu,SP,Brasil,Não,Não,Branca,2020,1,0.6315,7,0,0,0,2,Regular,3
10696,2019,1,1073,Masculino,2001-09-23,SISU - Sistema de Seleção Unificada,Categoria L01 (1S),Miracatu,SP,Brasil,Não,Não,Branca,2020,2,0.6953,6,6,0,0,2,Regular,4
10701,2019,1,1073,Masculino,2001-09-23,SISU - Sistema de Seleção Unificada,Categoria L01 (1S),Miracatu,SP,Brasil,Não,Não,Branca,2021,1,0.7463,7,7,0,0,2,Regular,4
10700,2019,1,1073,Masculino,2001-09-23,SISU - Sistema de Seleção Unificada,Categoria L01 (1S),Miracatu,SP,Brasil,Não,Não,Branca,2021,2,0.7752,8,8,0,0,1,Regular,5
10699,2019,1,1073,Masculino,2001-09-23,SISU - Sistema de Seleção Unificada,Categoria L01 (1S),Miracatu,SP,Brasil,Não,Não,Branca,2022,1,0.7803,6,6,0,0,0,Regular,6
10698,2019,1,1073,Masculino,2001-09-23,SISU - Sistema de Seleção Unificada,Categoria L01 (1S),Miracatu,SP,Brasil,Não,Não,Branca,2022,2,0.7974,7,7,0,0,0,Regular,7
10706,2019,1,1074,Masculino,2001-05-09,SISU - Sistema de Seleção Unificada,Categoria L02 (2S),Curitiba,PR,Brasil,Não,Não,Não declarado,2019,1,0.062,5,0,0,5,0,Desistente,1
10716,2019,1,1075,Masculino,2001-11-07,SISU - Sistema de Seleção Unificada,Categoria L01 (1S),Itapeva,SP,Brasil,Não,Não,Não declarado,2019,1,0.08,5,0,0,5,0,Desistente,1
10193,2019,2,1076,Masculino,1998-01-06,SISU - Sistema de Seleção Unificada,Categoria L02 (2S),Curitiba,PR,Brasil,Não,Não,Não declarado,2019,2,0.084,5,0,3,2,0,Desistente,1
10199,2019,2,1077,Masculino,1998-12-21,SISU - Sistema de Seleção Unificada,Não cotista,São Mateus do Sul,PR,Brasil,Não,Não,Branca,2019,2,0.6728,5,4,1,0,0,Regular,2
10196,2019,2,1077,Masculino,1998-12-21,SISU - Sistema de Seleção Unificada,Não cotista,São Mateus do Sul,PR,Brasil,Não,Não,Branca,2020,1,0.7107,7,0,0,0,2,Regular,2
10200,2019,2,1077,Masculino,1998-12-21,SISU - Sistema de Seleção Unificada,Não cotista,São Mateus do Sul,PR,Brasil,Não,Não,Branca,2020,2,0.721,5,4,1,0,0,Regular,3
10195,2019,2,1077,Masculino,1998-12-21,SISU - Sistema de Seleção Unificada,Não cotista,São Mateus do Sul,PR,Brasil,Não,Não,Branca,2021,1,0.7271,6,6,0,0,1,Regular,3
10194,2019,2,1077,Masculino,1998-12-21,SISU - Sistema de Seleção Unificada,Não cotista,São Mateus do Sul,PR,Brasil,Não,Não,Branca,2021,2,0.7303,6,6,0,0,2,Regular,4
10197,2019,2,1077,Masculino,1998-12-21,SISU - Sistema de Seleção Unificada,Não cotista,São Mateus do Sul,PR,Brasil,Não,Não,Branca,2022,1,0.7237,7,6,1,0,0,Regular,5
10198,2019,2,1077,Masculino,1998-12-21,SISU - Sistema de Seleção Unificada,Não cotista,São Mateus do Sul,PR,Brasil,Não,Não,Branca,2022,2,0.7046,6,4,1,1,0,Regular,6
10215,2019,2,1078,Masculino,1999-11-25,SISU - Sistema de Seleção Unificada,Categoria L06 (4S),Mogi das Cruzes,SP,Brasil,Não,Não,Parda,2019,2,0.382,5,1,2,2,0,Regular,1
10213,2019,2,1078,Masculino,1999-11-25,SISU - Sistema de Seleção Unificada,Categoria L06 (4S),Mogi das Cruzes,SP,Brasil,Não,Não,Parda,2020,1,0.3833,6,0,1,0,2,Regular,1
10214,2019,2,1078,Masculino,1999-11-25,SISU - Sistema de Seleção Unificada,Categoria L06 (4S),Mogi das Cruzes,SP,Brasil,Não,Não,Parda,2020,2,0.5348,5,4,1,0,0,Regular,2
10210,2019,2,1078,Masculino,1999-11-25,SISU - Sistema de Seleção Unificada,Categoria L06 (4S),Mogi das Cruzes,SP,Brasil,Não,Não,Parda,2021,1,0.5066,5,3,2,0,1,Regular,2
10209,2019,2,1078,Masculino,1999-11-25,SISU - Sistema de Seleção Unificada,Categoria L06 (4S),Mogi das Cruzes,SP,Brasil,Não,Não,Parda,2021,2,0.5519,4,4,0,0,1,Regular,3
10211,2019,2,1078,Masculino,1999-11-25,SISU - Sistema de Seleção Unificada,Categoria L06 (4S),Mogi das Cruzes,SP,Brasil,Não,Não,Parda,2022,1,0.5064,5,1,0,4,1,Regular,3
