,Ano de ingresso,Semestre de ingresso no curso,Código,Gênero,Data de nascimento,Forma de ingresso,Tipo de cota,Município SISU,UF SISU,País de nascimento,Mudou de curso - mesmo campus,Mudou de curso - outro campus,Cor ou raça,Ano,Semestre,Coeficiente de rendimento,Disciplinas matriculadas,Disciplinas aprovadas,Disciplinas reprovadas por nota,Disciplinas reprovadas por frequência,Disciplinas consignadas,Situação,Período
1464,2009,2,169,Masculino,1989-08-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2017,2,0.1893,1,0,0,1,0,Regular,2
1462,2009,2,169,Masculino,1989-08-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2018,1,0.1893,0,0,0,0,0,Desistente,2
1474,2009,2,170,Masculino,1990-07-10,Vestibular,Não cotista,,,Brasil,Não,Não,Parda,2009,2,0.6517,6,6,0,0,0,Regular,1
1473,2009,2,170,Masculino,1990-07-10,Vestibular,Não cotista,,,Brasil,Não,Não,Parda,2010,1,0.6897,7,7,0,0,0,Regular,2
1472,2009,2,170,Masculino,1990-07-10,Vestibular,Não cotista,,,Brasil,Não,Não,Parda,2010,2,0.6338,8,5,3,0,0,Regular,4
1471,2009,2,170,Masculino,1990-07-10,Vestibular,Não cotista,,,Brasil,Não,Não,Parda,2011,1,0.6589,5,5,0,0,0,Regular,4
1470,2009,2,170,Masculino,1990-07-10,Vestibular,Não cotista,,,Brasil,Não,Não,Parda,2011,2,0.6692,8,7,1,0,0,Regular,5
1486,2009,2,170,Masculino,1990-07-10,Vestibular,Não cotista,,,Brasil,Não,Não,Parda,2012,1,0.6674,8,6,2,0,2,Regular,5
1485,2009,2,170,Masculino,1990-07-10,Vestibular,Não cotista,,,Brasil,Não,Não,Parda,2012,2,0.6545,7,5,2,0,0,Regular,6
1484,2009,2,170,Masculino,1990-07-10,Vestibular,Não cotista,,,Brasil,Não,Não,Parda,2013,1,0.6356,4,2,2,0,0,Regular,6
1483,2009,2,170,Masculino,1990-07-10,Vestibular,Não cotista,,,Brasil,Não,Não,Parda,2013,2,0.6273,4,3,1,0,0,Regular,6
1482,2009,2,170,Masculino,1990-07-10,Vestibular,Não cotista,,,Brasil,Não,Não,Parda,2014,1,0.6221,4,3,0,1,0,Regular,6
1481,2009,2,170,Masculino,1990-07-10,Vestibular,Não cotista,,,Brasil,Não,Não,Parda,2014,2,0.6254,4,4,0,0,0,Regular,7
1480,2009,2,170,Masculino,1990-07-10,Vestibular,Não cotista,,,Brasil,Não,Não,Parda,2015,1,0.6233,6,4,0,2,3,Regular,8
1479,2009,2,170,Masculino,1990-07-10,Vestibular,Não cotista,,,Brasil,Não,Não,Parda,2015,2,0.6296,4,4,0,0,0,Regular,8
1477,2009,2,170,Masculino,1990-07-10,Vestibular,Não cotista,,,Brasil,Não,Não,Parda,2016,1,0.6292,3,3,0,0,0,Regular,10
1478,2009,2,170,Masculino,1990-07-10,Vestibular,Não cotista,,,Brasil,Não,Não,Parda,2016,2,0.6377,3,2,0,0,0,Regular,10
1476,2009,2,170,Masculino,1990-07-10,Vestibular,Não cotista,,,Brasil,Não,Não,Parda,2017,1,0.6377,2,1,0,0,0,Regular,10
1475,2009,2,170,Masculino,1990-07-10,Vestibular,Não cotista,,,Brasil,Não,Não,Parda,2017,2,0.6404,1,1,0,0,0,Formado,10
1487,2009,2,171,Masculino,1991-07-24,Vestibular,Não cotista,,,Brasil,Não,Não,Preta,2009,2,0.3176,6,1,3,2,0,Regular,1
1492,2009,2,171,Masculino,1991-07-24,Vestibular,Não cotista,,,Brasil,Não,Não,Preta,2010,1,0.3176,0,0,0,0,0,Trancado,1
1488,2009,2,171,Masculino,1991-07-24,Vestibular,Não cotista,,,Brasil,Não,Não,Preta,2010,2,0.188,4,0,0,4,0,Regular,1
1493,2009,2,171,Masculino,1991-07-24,Vestibular,Não cotista,,,Brasil,Não,Não,Preta,2011,1,0.1616,2,0,0,2,0,Regular,1
1491,2009,2,171,Masculino,1991-07-24,Vestibular,Não cotista,,,Brasil,Não,Não,Preta,2011,2,0.1297,3,0,0,3,0,Regular,1
1489,2009,2,171,Masculino,1991-07-24,Vestibular,Não cotista,,,Brasil,Não,Não,Preta,2012,1,0.1228,1,0,0,1,0,Regular,1
1490,2009,2,171,Masculino,1991-07-24,Vestibular,Não cotista,,,Brasil,Não,Não,Preta,2012,2,0.1228,0,0,0,0,0,Desistente,1
1523,2009,2,172,Masculino,1991-03-19,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2009,2,0.4041,0,2,4,0,0,Regular,1
1522,2009,2,172,Masculino,1991-03-19,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2010,1,0.4632,0,3,1,1,0,Regular,1
1519,2009,2,172,Masculino,1991-03-19,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2010,2,0.5089,0,7,1,0,0,Regular,3
1518,2009,2,172,Masculino,1991-03-19,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2011,1,0.4973,0,2,4,0,0,Regular,3
1524,2009,2,172,Masculino,1991-03-19,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2011,2,0.4897,0,5,3,2,0,Regular,3
1521,2009,2,172,Masculino,1991-03-19,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2012,1,0.4897,0,0,0,0,0,Trancado,3
1520,2009,2,172,Masculino,1991-03-19,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2012,2,0.4897,0,0,0,0,0,Desistente,3
1531,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2009,2,0.5155,6,5,1,0,0,Regular,1
1534,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2010,1,0.6305,7,6,1,0,0,Regular,2
1535,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2010,2,0.6064,8,7,0,1,0,Regular,3
1536,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2011,1,0.6367,8,7,1,0,0,Regular,4
1537,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2011,2,0.6486,7,6,1,0,0,Regular,5
1538,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2012,1,0.6468,7,6,1,0,2,Regular,6
1539,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2012,2,0.6559,7,7,0,0,2,Regular,6
1540,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2013,1,0.6507,4,3,1,0,1,Regular,6
1541,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2013,2,0.6354,5,3,1,1,0,Regular,6
1542,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2014,1,0.6459,4,4,0,0,0,Regular,7
1543,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2014,2,0.6459,0,0,0,0,0,Afastado,7
1525,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2015,1,0.6459,0,0,0,0,0,Afastado,7
1526,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2015,2,0.6504,7,6,1,0,2,Regular,7
1528,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2016,1,0.6524,4,4,0,0,0,Regular,8
1527,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2016,2,0.6558,4,3,0,0,1,Regular,10
1532,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2017,1,0.6558,0,0,0,0,0,Regular,10
1533,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2017,2,0.6558,1,0,0,0,0,Regular,10
1529,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2018,1,0.6558,1,0,0,0,0,Regular,10
1530,2009,2,173,Masculino,1991-04-09,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2018,2,0.6585,1,1,0,0,0,Formado,10
1548,2009,2,174,Feminino,1991-01-13,Vestibular,Não cotista,,,Brasil,Não,Não,Preta,2009,2,0.289,6,1,5,0,0,Regular,1
1551,2009,2,174,Feminino,1991-01-13,Vestibular,Não cotista,,,Brasil,Não,Não,Preta,2010,1,0.289,0,0,0,0,0,Trancado,1
1549,2009,2,174,Feminino,1991-01-13,Vestibular,Não cotista,,,Brasil,Não,Não,Preta,2010,2,0.289,0,0,0,0,0,Trancado,1
1544,2009,2,174,Feminino,1991-01-13,Vestibular,Não cotista,,,Brasil,Não,Não,Preta,2011,1,0.2994,2,1,0,1,0,Regular,1
1545,2009,2,174,Feminino,1991-01-13,Vestibular,Não cotista,,,Brasil,Não,Não,Preta,2011,2,0.2855,4,1,1,2,0,Regular,1
1546,2009,2,174,Feminino,1991-01-13,Vestibular,Não cotista,,,Brasil,Não,Não,Preta,2012,1,0.2468,2,0,0,2,0,Regular,1
1547,2009,2,174,Feminino,1991-01-13,Vestibular,Não cotista,,,Brasil,Não,Não,Preta,2012,2,0.2173,2,0,0,2,0,Regular,1
1550,2009,2,174,Feminino,1991-01-13,Vestibular,Não cotista,,,Brasil,Não,Não,Preta,2013,1,0.2173,0,0,0,0,0,Desistente,1
1562,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2009,2,0.3697,6,2,4,0,0,Regular,1
1563,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2010,1,0.438,5,3,2,0,0,Regular,1
1568,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2010,2,0.4641,6,4,2,0,0,Regular,2
1553,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2011,1,0.5088,7,5,2,0,0,Regular,2
1570,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2011,2,0.527,6,4,2,0,0,Regular,3
1566,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2012,1,0.5288,5,4,1,0,0,Regular,4
1567,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2012,2,0.5419,5,3,2,0,0,Regular,4
1556,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2013,1,0.5392,5,3,2,0,0,Regular,4
1557,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2013,2,0.5472,4,3,1,0,0,Regular,4
1558,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2014,1,0.5546,5,3,2,0,1,Regular,5
1559,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2014,2,0.546,3,2,0,1,1,Regular,5
1565,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2015,1,0.5383,4,1,3,0,1,Regular,5
1552,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2015,2,0.5372,5,3,2,0,1,Regular,5
1569,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2016,1,0.5432,5,4,1,0,1,Regular,6
1555,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2016,2,0.5333,6,2,2,2,1,Regular,6
1561,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2017,1,0.5431,3,2,1,0,0,Regular,6
1560,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2017,2,0.5502,4,4,0,0,45,Regular,7
1564,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2018,1,0.5584,3,3,0,0,0,Regular,7
1554,2009,2,175,Masculino,1991-12-13,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2018,2,0.5584,0,0,0,0,0,Jubilado,7
1571,2009,2,176,Masculino,1984-11-08,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2009,2,0.6962,2,0,0,2,8,Regular,2
1573,2009,2,176,Masculino,1984-11-08,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2010,1,0.5345,5,0,1,4,0,Regular,2
1572,2009,2,176,Masculino,1984-11-08,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2010,2,0.4611,4,0,0,4,0,Regular,2
1574,2009,2,176,Masculino,1984-11-08,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2011,1,0.3972,3,0,0,3,0,Regular,2
1575,2009,2,176,Masculino,1984-11-08,Reopção de Curso,Sem cotas,,,Brasil,Não,Não,Branca,2011,2,0.3972,0,0,0,0,0,Desistente,2
1607,2009,2,177,Masculino,1992-08-31,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2009,2,0.3997,6,1,5,0,0,Regular,1
1609,2009,2,177,Masculino,1992-08-31,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2010,1,0.5895,8,7,1,0,0,Regular,1
1614,2009,2,177,Masculino,1992-08-31,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2010,2,0.6313,8,8,0,0,0,Regular,3
1612,2009,2,177,Masculino,1992-08-31,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2011,1,0.6655,7,7,0,0,0,Regular,4
1610,2009,2,177,Masculino,1992-08-31,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2011,2,0.6495,7,5,2,0,0,Regular,4
1611,2009,2,177,Masculino,1992-08-31,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2012,1,0.6627,9,9,0,0,1,Regular,5
1602,2009,2,177,Masculino,1992-08-31,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2012,2,0.6538,7,5,2,0,1,Regular,5
1613,2009,2,177,Masculino,1992-08-31,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2013,1,0.6607,6,6,0,0,0,Regular,6
1604,2009,2,177,Masculino,1992-08-31,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2013,2,0.6583,7,5,2,0,1,Regular,7
1603,2009,2,177,Masculino,1992-08-31,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2014,1,0.669,5,5,0,0,0,Regular,8
1608,2009,2,177,Masculino,1992-08-31,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2014,2,0.6599,7,4,2,0,0,Regular,9
1606,2009,2,177,Masculino,1992-08-31,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2015,1,0.6641,5,4,0,0,0,Regular,10
1605,2009,2,177,Masculino,1992-08-31,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2015,2,0.6672,1,1,0,0,0,Formado,10
1637,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2009,2,0.62,6,5,1,0,0,Regular,1
1653,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2010,1,0.6902,8,7,1,0,0,Regular,2
1652,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2010,2,0.7128,7,7,0,0,0,Regular,4
1651,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2011,1,0.7299,8,8,0,0,0,Regular,4
1650,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2011,2,0.7085,9,7,2,0,0,Regular,5
1649,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2012,1,0.7095,7,7,0,0,1,Regular,6
1648,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2012,2,0.7033,5,4,1,0,1,Regular,6
1647,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2013,1,0.6966,4,3,1,0,1,Regular,6
1646,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2013,2,0.6785,4,2,2,0,0,Regular,6
1645,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2014,1,0.6852,4,4,0,0,0,Regular,6
1644,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2014,2,0.6852,0,0,0,0,0,Afastado,6
1643,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2015,1,0.6852,0,0,0,0,0,Afastado,6
1642,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2015,2,0.6876,8,7,1,0,2,Regular,7
1640,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2016,1,0.6858,4,3,0,1,0,Regular,9
1641,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2016,2,0.6863,5,4,0,0,1,Regular,10
1636,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2017,1,0.6863,0,0,0,0,0,Regular,10
1654,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2017,2,0.6863,1,0,0,0,0,Regular,10
1639,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2018,1,0.6863,1,0,0,0,0,Regular,10
1638,2009,2,178,Masculino,1991-01-23,Vestibular,Não cotista,,,Brasil,Não,Não,Branca,2018,2,0.6885,1,1,0,0,0,Formado,10
1729,2009,2,179,Masculino,1991-06-11,Vestibular,Não cotista,,,Brasil,Não,Não,Amarela,2009,2,0.4517,6,2,4,0,0,Regular,1
1720,2009,2,179,Masculino,1991-06-11,Vestibular,Não cotista,,,Brasil,Não,Não,Amarela,2010,1,0.5183,6,5,1,0,0,Regular,1
1726,2009,2,179,Masculino,1991-06-11,Vestibular,Não cotista,,,Brasil,Não,Não,Amarela,2010,2,0.5794,7,6,1,0,0,Regular,3
1723,2009,2,179,Masculino,1991-06-11,Vestibular,Não cotista,,,Brasil,Não,Não,Amarela,2011,1,0.6514,7,7,0,0,0,Regular,3
1718,2009,2,179,Masculino,1991-06-11,Vestibular,Não cotista,,,Brasil,Não,Não,Amarela,2011,2,0.6576,8,7,1,0,0,Regular,4
1721,2009,2,179,Masculino,1991-06-11,Vestibular,Não cotista,,,Brasil,Não,Não,Amarela,2012,1,0.6924,7,7,0,0,0,Regular,5
1716,2009,2,179,Masculino,1991-06-11,Vestibular,Não cotista,,,Brasil,Não,Não,Amarela,2012,2,0.6905,6,5,1,0,1,Regular,5
1717,2009,2,179,Masculino,1991-06-11,Vestibular,Não cotista,,,Brasil,Não,Não,Amarela,2013,1,0.6838,7,5,2,0,0,Regular,6
1722,2009,2,179,Masculino,1991-06-11,Vestibular,Não cotista,,,Brasil,Não,Não,Amarela,2013,2,0.6928,5,5,0,0,1,Regular,7
1728,2009,2,179,Masculino,1991-06-11,Vestibular,Não cotista,,,Brasil,Não,Não,Amarela,2014,1,0.7017,6,6,0,0,0,Regular,7
1727,2009,2,179,Masculino,1991-06-11,Vestibular,Não cotista,,,Brasil,Não,Não,Amarela,2014,2,0.7047,4,4,0,0,1,Regular,10
1725,2009,2,179,Masculino,1991-06-11,Vestibular,Não cotista,,,Brasil,Não,Não,Amarela,2015,1,0.7073,6,5,0,0,0,Regular,10
1724,2009,2,179,Masculino,1991-06-11,Vestibular,Não cotista,,,Brasil,Não,Não,Amarela,2015,2,0.7073,1,0,0,0,0,Regular,10
1719,2009,2,179,Masculino,1991-06-11,Vestibular,Não cotista,,,Brasil,Não,Não,Amarela,2016,1,0.7113,1,1,0,0,0,Formado,10
1739,2009,2,180,Masculino,1991-12-29,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2009,2,0.3038,6,1,5,0,0,Regular,1
1740,2009,2,180,Masculino,1991-12-29,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2010,1,0.4618,7,5,2,0,0,Regular,1
1741,2009,2,180,Masculino,1991-12-29,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2010,2,0.4165,7,1,5,1,0,Regular,1
1742,2009,2,180,Masculino,1991-12-29,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2011,1,0.4625,7,5,2,0,0,Regular,2
1738,2009,2,180,Masculino,1991-12-29,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2011,2,0.4555,5,2,2,1,0,Regular,2
1733,2009,2,180,Masculino,1991-12-29,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2012,1,0.4555,0,0,0,0,0,Trancado,2
1734,2009,2,180,Masculino,1991-12-29,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2012,2,0.4555,0,0,0,0,0,Trancado,2
1736,2009,2,180,Masculino,1991-12-29,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2013,1,0.4555,0,0,0,0,0,Trancado,2
1735,2009,2,180,Masculino,1991-12-29,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2013,2,0.4555,0,0,0,0,0,Trancado,2
1737,2009,2,180,Masculino,1991-12-29,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2014,1,0.4555,0,0,0,0,0,Desistente,2
1771,2009,2,181,Masculino,1990-09-17,Vestibular,Não cotista,,,Brasil,Não,Não,Amarela,2009,2,0.0,6,0,0,6,0,Desistente,1
1777,2009,2,182,Masculino,1988-11-06,Vestibular,Não cotista,,,Brasil,Sim,Não,Branca,2009,2,0.321,6,1,5,0,0,Regular,1
1774,2009,2,182,Masculino,1988-11-06,Vestibular,Não cotista,,,Brasil,Sim,Não,Branca,2010,1,0.4585,6,4,1,1,0,Regular,1
1784,2009,2,182,Masculino,1988-11-06,Vestibular,Não cotista,,,Brasil,Sim,Não,Branca,2010,2,0.4972,7,5,2,0,0,Regular,2
1776,2009,2,182,Masculino,1988-11-06,Vestibular,Não cotista,,,Brasil,Sim,Não,Branca,2011,1,0.5603,8,8,0,0,0,Regular,3
1775,2009,2,182,Masculino,1988-11-06,Vestibular,Não cotista,,,Brasil,Sim,Não,Branca,2011,2,0.5405,7,3,3,1,0,Regular,3
1773,2009,2,182,Masculino,1988-11-06,Vestibular,Não cotista,,,Brasil,Sim,Não,Branca,2012,1,0.5577,4,4,0,0,0,Regular,4
1772,2009,2,182,Masculino,1988-11-06,Vestibular,Não cotista,,,Brasil,Sim,Não,Branca,2012,2,0.5634,6,5,1,0,0,Regular,4
1783,2009,2,182,Masculino,1988-11-06,Vestibular,Não cotista,,,Brasil,Sim,Não,Branca,2013,1,0.5804,7,7,0,0,2,Regular,5
1778,2009,2,182,Masculino,1988-11-06,Vestibular,Não cotista,,,Brasil,Sim,Não,Branca,2013,2,0.5686,6,4,0,2,0,Regular,6
1779,2009,2,182,Masculino,1988-11-06,Vestibular,Não cotista,,,Brasil,Sim,Não,Branca,2014,1,0.5477,6,2,1,3,0,Regular,6
1780,2009,2,182,Masculino,1988-11-06,Vestibular,Não cotista,,,Brasil,Sim,Não,Branca,2014,2,0.5477,0,0,0,0,0,Desistente,6
1781,2009,2,182,Masculino,1988-11-06,Vestibular,Não cotista,,,Brasil,Sim,Não,Branca,2015,1,0.5477,0,0,0,0,0,Trancado,6
1782,2009,2,182,Masculino,1988-11-06,Vestibular,Não cotista,,,Brasil,Sim,Não,Branca,2015,2,0.5477,0,0,0,0,0,Desistente,6
1811,2009,2,183,Masculino,1991-05-16,Vestibular,Cotista,,,Brasil,Sim,Não,Branca,2009,2,0.6714,6,6,0,0,0,Regular,1
1809,2009,2,183,Masculino,1991-05-16,Vestibular,Cotista,,,Brasil,Sim,Não,Branca,2010,1,0.7268,7,7,0,0,0,Regular,2
1810,2009,2,183,Masculino,1991-05-16,Vestibular,Cotista,,,Brasil,Sim,Não,Branca,2010,2,0.654,8,5,3,0,0,Regular,4
1812,2009,2,183,Masculino,1991-05-16,Vestibular,Cotista,,,Brasil,Sim,Não,Branca,2011,1,0.5253,7,0,0,7,0,Regular,4
1813,2009,2,183,Masculino,1991-05-16,Vestibular,Cotista,,,Brasil,Sim,Não,Branca,2011,2,0.5253,0,0,0,0,0,Mudou de Curso,4
1814,2009,2,184,Masculino,1992-02-21,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2009,2,0.1524,6,0,3,3,0,Desistente,1
1819,2009,2,185,Masculino,1990-04-30,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2009,2,0.4241,6,2,4,0,0,Regular,1
1818,2009,2,185,Masculino,1990-04-30,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2010,1,0.4541,5,3,2,0,0,Regular,1
1817,2009,2,185,Masculino,1990-04-30,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2010,2,0.4839,7,5,2,0,0,Regular,2
1816,2009,2,185,Masculino,1990-04-30,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2011,1,0.567,7,7,0,0,0,Regular,3
1815,2009,2,185,Masculino,1990-04-30,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2011,2,0.5711,7,4,2,1,0,Regular,4
1821,2009,2,185,Masculino,1990-04-30,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2012,1,0.6005,7,7,0,0,0,Regular,5
1827,2009,2,185,Masculino,1990-04-30,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2012,2,0.619,7,6,1,0,1,Regular,5
1826,2009,2,185,Masculino,1990-04-30,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2013,1,0.6217,6,5,1,0,1,Regular,6
1825,2009,2,185,Masculino,1990-04-30,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2013,2,0.6316,5,5,0,0,1,Regular,6
1824,2009,2,185,Masculino,1990-04-30,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2014,1,0.6384,5,4,1,0,2,Regular,6
1823,2009,2,185,Masculino,1990-04-30,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2014,2,0.6523,7,7,0,0,1,Regular,7
1822,2009,2,185,Masculino,1990-04-30,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2015,1,0.6554,6,5,1,0,0,Regular,8
1828,2009,2,185,Masculino,1990-04-30,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2015,2,0.6574,6,5,0,0,0,Regular,8
1820,2009,2,185,Masculino,1990-04-30,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2016,1,0.6617,1,1,0,0,0,Formado,10
1832,2009,2,186,Masculino,1991-02-21,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2009,2,0.5255,6,4,2,0,0,Regular,1
1831,2009,2,186,Masculino,1991-02-21,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2010,1,0.6882,8,8,0,0,0,Regular,2
1830,2009,2,186,Masculino,1991-02-21,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2010,2,0.7061,9,9,0,0,0,Regular,4
1829,2009,2,186,Masculino,1991-02-21,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2011,1,0.7242,7,7,0,0,0,Regular,5
1838,2009,2,186,Masculino,1991-02-21,Vestibular,Cotista,,,Brasil,Não,Não,Branca,2011,2,0.7342,9,9,0,0,0,Regular,6
